Patent_Code,Patent_Number,Patent_ID,Status,Classes,Title,Organization
PUV,2014-29056,29684,Zaniklý dokument,C12C12/00,CS: PivoEN: Beer,"Výzkumný ústav pivovarský a sladařský, a.s., Praha 2, Česká republika"
PUV,2014-29057,29685,Zaniklý dokument,C12C12/00,CS: PivoEN: Beer,"Výzkumný ústav pivovarský a sladařský, a.s., Praha 2, Česká republika"
PUV,2014-29059,27272,Zaniklý dokument,E04B7/02,CS: Nadkrokevní tepelné izolace šikmých střech staveb pomocí stříkané polyuretanové pěnyEN: Thermal insulation above rooftree of building sloped roof using sprayed polyurethane foam,"Karel Holub, Praha 10, Česká republika"
PUV,2014-29146,26602,Zaniklý dokument,H01L21/66,CS: Zařízení pro měření rekombinačních procesů v epitaxních vrstvách křemíkuEN: Apparatus for measuring recombinant processes in silicon epitaxial layers,"Masarykova univerzita, Brno, Česká republika"
PUV,2014-29229,26876,Zaniklý dokument,"B65G15/08, B65G15/60",CS: Válečková stolice pro dopravní pásy strmého pásového dopravníkuEN: Idler assembly for conveyor belts of steep-incline belt conveyor,"Vysoká škola báňská- Technická univerzita Ostrava, Ostrava - Poruba, Česká republika"
PUV,2014-29312,27508,Zaniklý dokument,"C12G1/00, C12G3/00, A23L2/00, C12G3/055, C12G3/07, A23L2/02","CS: Mošt, víno nebo nápoj na bázi vína se zvýšeným obsahem přírodních lignanůEN: Must, wine or beverage based on wine with increased content of natural ligands","Mendelova univerzita v Brně, Zahradnická fakulta, Ústav posklizňové technologie zahradnických produktů, Lednice, Česká republikaVýzkumný ústav potravinářský Praha, v.v.i., Praha 10- Hostivař, Česká republikaCentrum výzkumu globální změny AV ČR, v.v.i., Brno, Česká republika"
PUV,2014-29413,27567,Zaniklý dokument,"B62K13/08, B62K13/06, B62K13/04, B62K13/00",CS: Rámová část dětského vozítkaEN: Frame portion of baby car,"Josef Vlk, Rokycany, Česká republika"
PUV,2014-29476,27124,Zaniklý dokument,A01N65/24,CS: Přípravek na ochranu před houbami z rostlin rodu LitseaEN: Formulation for protection from fungi of Litsea strain plants,"Výzkumný ústav rostlinné výroby, v. v. i., Praha 6 - Ruzyně, Česká republikaAGRO CS a.s., Říkov, Česká republika"
PUV,2014-29498,27510,Zaniklý dokument,"G01J3/00, H03M1/00, H03M1/08, H03M1/06, H03F1/26, H03F1/00",CS: Uspořádání dvouparametrického spektrometrického systémuEN: Arrangement of two-parameter spectrometric system,"Masarykova univerzita, Brno, Česká republika"
PUV,2014-29632,27162,Zaniklý dokument,F16B13/04,CS: Mobilní kotevní prostředekEN: Mobile anchorage means,"Ing. Martin Zach, Neratovice, Česká republika"
PUV,2014-29687,27368,Zaniklý dokument,"B32B3/10, B32B3/12, B32B5/02, B32B7/04, B32B27/36, B32B27/40, B82B3/00, B32B7/05",CS: Textilní kompozitEN: Textile composite,"Technická univerzita v Liberci, Liberec, Liberec I-Staré Město, Česká republikaSVITAP s.r.o., Svitavy, Předměstí, Česká republika"
PUV,2014-29689,27210,Zaniklý dokument,"A23L1/20, A23L1/211, A23L1/30, A23L33/10",CS: Krekry z naklíčených sójových bobů se sníženou hladinou galaktosidůEN: Crackers of germinated soybeans with reduced level of galactosides,"Výzkumný ústav potravinářský Praha, v.v.i., Praha 10 - Hostivař, Česká republika"
PUV,2014-29717,27369,Zaniklý dokument,F28F9/00,CS: Integrovaný izolovaný plášť výměníkuEN: Heat exchanger integrated insulated jacket,"České vysoké učení technické v Praze, Praha 6, Dejvice, Česká republika"
PUV,2014-29718,27370,Zaniklý dokument,F28D1/047,CS: Vinutý výměník z tenkostěnných nerezových vlnovcových trubekEN: Coiled heat-exchange apparatus of thin-walled and stainless bellows pipes,"České vysoké učení technické v Praze, Praha 6, Dejvice, Česká republika"
PUV,2014-29790,27449,Zaniklý dokument,"G01N23/20, G01N23/207, G01N23/083, G01L1/25, G01N23/20008, G01N23/20016, G01N23/20025",CS: Soustava pro měření zbytkových napětí v polykrystalických materiálech metodou rentgenové difrakceEN: System to measure residual voltages in polycrystalline materials by making use of X-ray diffraction method,"České vysoké učení technické v Praze, Praha 6, Dejvice, Česká republika"
PUV,2014-29929,27683,Zaniklý dokument,C09D5/24,"CS: Vodivý nátěrový systém, spodní vodivý primer a třívrstvá disipativní podlahová kompoziceEN: Electrically conducting coating system, primer base and three-layer dissipative floor composition","Centrum organické chemie s.r.o., Rybitví, Česká republikaDCH Bohemia Trade a.s., Karlovy Vary, Rybáře, Česká republikaZápadočeská univerzita v Plzni, Plzeň, Jižní Předměstí, Česká republika"
PUV,2014-29941,27390,Zaniklý dokument,"B60B35/12, A63C17/01, A63C17/12, B62K5/02",CS: Hnací náprava elektricky poháněného dopravního prostředkuEN: Driving axle of electrically driven transport means,"1. Fajne s.r.o., Ostrava, Zábřeh, Česká republika"
PUV,2014-29968,28088,Zaniklý dokument,"F24F1/06, F24F13/08, F24F12/00",CS: Autonomní vzduchotechnická jednotkaEN: Autonomous air-conditioning unit,"Ing. Petr Morávek, CSc., Koberovy, Česká republika"
PUV,2014-29970,28986,Zaniklý dokument,E02B11/00,CS: Drenážní regulační prvek s pulsním režimem činnostiEN: Drainage control element with pulse mode of operation,"Výzkumný ústav meliorací a ochrany půdy, v. v. i., Praha 5 - Zbraslav, Česká republika"
PUV,2014-29984,28135,Zaniklý dokument,"H05H1/24, H05H1/26, H05H1/28",CS: Zařízení pro plazmovou úpravu substrátů v povrchovém bariérovém výbojiEN: Device for plasma treatment of substrates in surface barrier discharge,"Masarykova univerzita, Brno, Česká republika"
PUV,2014-30044,27552,Zaniklý dokument,"E02B3/02, E02B8/02, E02B7/28","CS: Výpust, zejména pro horní toky vodních tokůEN: Spillway, especially for upper courses of water streams","Ing. Patrik Hořava, Černá Hora, Česká republika"
PUV,2014-30154,27702,Platný dokument,H01Q7/00,CS: Hlavní smyčka magnetické antényEN: Magnetic antenna main loop,"Oldřich Burger, Klimkovice, Česká republika"
PUV,2014-30267,27674,Zaniklý dokument,"F21V35/00, F21V37/02",CS: Dřevěný svícenEN: Wooden candleholder,"Dřevovícha s.r.o., Chanovice, Česká republika"
PUV,2014-30366,27871,Platný dokument,"A23L1/06, A23L1/30, A61K36/15, A23L33/10","CS: Potravinářské výrobky typu pyré, džemy, pomazánky obohacené o lignanyEN: Food products of the puree type, jams and spreads enriched with ligands","Výzkumný ústav potravinářský Praha, v. v. i., Praha 10, Hostivař, Česká republikaMendelova univerzita v Brně, Brno, Černá Pole, Česká republikaÚstav výzkumu globální změny AV ČR, v. v. i., Brno, Staré Brno, Česká republika"
PUV,2014-30443,28265,Platný dokument,"E01B7/00, E01B7/22, E01B26/00, E01B2/00",CS: Uspořádání podpražcových podložek u železničních výhybek tvaru 1:9-300 s přechodovou oblastí před žlabovými pražciEN: Arrangement of sleeper footplates of railway points of the 1:9-300 shape with transient region in front of pea-pod sleepers,"Vysoké učení technické v Brně, Brno, Veveří, Česká republika"
PUV,2014-30532,28316,Zaniklý dokument,"G01B7/004, G01B3/32, G01B11/03",CS: Zařízení pro měření a vyhodnocení prostorového pohybu konstrukčních celků s využitím snímačů vzdálenostiEN: Apparatus for measuring and evaluating spatial motion of structural units by making use of distance sensors,"Vysoká škola báňská- Technická univerzita Ostrava, Ostrava - Poruba, Česká republika"
PUV,2014-30534,28043,Zaniklý dokument,"G01J3/00, H03M1/00, H03M1/06",CS: Uspořádání vícecestného dvouparametrického spektrometrického systémuEN: Arrangement of multiway two-parameter spectrometric system,"Masarykova univerzita, Brno, Česká republika"
EP,2014-163877,2792660,Neúčinný EP od počátku,"C04B41/53, C11D7/32, C23G1/02, C11D7/26",EN: Product for removing insoluble calcium salt residues,"CBA World S.à.r.l., 2449 Luxembourg, Lucembursko"
EP,2014-163880,2792659,Neúčinný EP od počátku,C04B41/49,EN: Liquid product for hardening and protecting mineral surfaces,"CBA World S.à.r.l., 2449 Luxembourg, Lucembursko"
EP,2014-174676,2853830,Neúčinný EP od počátku,"F24F7/02, F24F11/00",EN: Ventilation system module and building ventilation system which can be controlled remotely via the internet,"Amphoux, André, F-75012 Paris, Francie"
EP,2014-174895,2853823,Neúčinný EP od počátku,"F24F1/00, F24F11/00",EN: Adjustable ventilation system,"Amphoux, André, F-75012 Paris, Francie"
EP,2014-184835,2808338,Platný dokument,"C07K14/47, C12Q1/68",CS: Mutantní kalretikulin pro diagnostiku myeloidních malignitEN: Mutant calreticulin for the diagnosis of myeloid malignancies,"CeMM - FORSCHUNGSZENTRUM FÜR 
MOLEKULARE MEDIZIN GmbH, 1090 Wien, Rakousko"
EP,2014-194213,2857019,Neúčinný EP od počátku,"A61K31/4188, A61P25/28",EN: Method of treating multiple sclerosis,"ASSISTANCE PUBLIQUE, 
HOPITAUX DE PARIS, 75004 Paris, Francie"
EP,2014-196087,3028998,Neúčinný EP od počátku,"C02F3/30, C02F3/00, C02F101/16",EN: Method of treating an effluent by nitrification-denitrification,"Institut National des Sciences Appliquées 
de Toulouse, 31077 Toulouse Cedex 4, FrancieCENTRE NATIONAL DE 
LA RECHERCHE SCIENTIFIQUE -CNRS-, 75016 Paris, FrancieINSTITUT NATIONAL DE LA RECHERCHE AGRONOMIQUE, 75007 Paris, Francie"
EP,2014-705524,2958903,Platný dokument,C07D295/096,CS: Způsob výroby vortioxetinuEN: VORTIOXETINE MANUFACTURING PROCESS,"H. Lundbeck A/S, 2500 Valby, Dánsko"
EP,2014-705565,2956156,Neúčinný EP od počátku,"A61K38/16, C07K14/415, G01N33/53",EN: SCAFFOLD PROTEINS DERIVED FROM PLANT CYSTATINS,"University of Leeds, Leeds LS2 9JT, Velká Británie"
EP,2014-707624,2959340,Neúčinný EP od počátku,"G02C7/08, G02C7/10, G02C9/04, B32B7/00",EN: MULTI LAYER OPTICAL DEVICE,"Transitions Optical, Inc., Pinellas Park, FL 33782, Spojené státy americké"
EP,2014-709900,2962233,Neúčinný EP od počátku,G16H50/20,EN: METHOD FOR ASSESSING ACTIVITY OF AN AUTOINFLAMMATORY DISEASE,"Assistance Publique Hôpitaux De Paris, 75004 Paris 4, FrancieIstituto G. Gaslini, 16147 Genova, ItálieUNIVERSITE PARIS-SUD (PARIS XI), 91470 Orsay Cedex, Francie"
EP,2014-710343,2959053,Neúčinný EP od počátku,"D06M15/21, D01C1/00, B05D5/12, B82Y30/00, D06M11/83, D06M15/285, D06M16/00, D06M15/356, C23C18/16, D06M101/06, C23C18/20, D06M11/155, C23C18/30, C23C18/44, H01B1/02, C23C18/40",EN: CONDUCTIVE FIBRES,"NPL Management Limited, Middlesex TW11 0LW, Velká Británie"
EP,2014-710620,2964638,Platný dokument,"C07D403/12, A61K31/495, A61K31/505",CS: Chinazolinové inhibitory forem aktivačních mutantních forem receptorů epidermálního růstového faktoruEN: QUINAZOLINE INHIBITORS OF ACTIVATING MUTANT FORMS OF EPIDERMAL GROWTH FACTOR RECEPTOR,"Astrazeneca AB, 151 85 Södertälje, Švédsko"
EP,2014-712748,2978686,Zaniklý dokument,"B65D83/42, A24F47/00, A61M15/06, B65D83/48, B65D83/14",CS: Tlaková doplňovací nádoba s výstupním ventilemEN: A PRESSURISED REFILL CANISTER WITH AN OUTLET VALVE,"Kind Consumer Limited, London EC1R 5AR, Velká Británie"
EP,2014-712749,2978687,Zaniklý dokument,"B65D83/42, A24F47/00, A61M15/06, B65D83/48, B65D83/14",CS: Tlaková doplňovací nádoba s výstupním ventilemEN: A PRESSURISED REFILL CANISTER WITH AN OUTLET VALVE,"Kind Consumer Limited, London, EC1R 5AR, Velká Británie"
EP,2014-712751,2978688,Zaniklý dokument,"B65D83/42, A24F47/00, A61M15/00, A61M15/06, B65D83/48, B65D83/14",CS: Tlaková doplňovací nádoba s výstupním ventilemEN: A PRESSURISED REFILL CANISTER WITH AN OUTLET VALVE,"Kind Consumer Limited, London EC1R 5AR, Velká Británie"
EP,2014-712883,2970326,Neúčinný EP od počátku,"C07D493/04, G03C1/73","EN: SUBSTITUTED  5,6-RING-FUSED NAPHTHOPYRAN COMPOUNDS","Transitions Optical, Inc., Pinellas Park, FL 33782, Spojené státy americké"
EP,2014-712923,2969468,Neúčinný EP od počátku,"B29D11/00, B29C48/23",EN: METHOD OF PREPARING PHOTOCHROMIC-DICHROIC FILMS HAVING REDUCED OPTICAL DISTORTION,"Transitions Optical, Inc., Pinellas Park, FL 33782, Spojené státy americké"
EP,2014-714841,2969499,Neúčinný EP od počátku,"B29D11/00, B29C48/08",EN: METHOD OF PREPARING PHOTOCHROMIC-DICHROIC FILMS HAVING REDUCED OPTICAL DISTORTION,"Transitions Optical, Inc., Pinellas Park, FL 33782, Spojené státy americké"
EP,2014-717221,2984244,Neúčinný EP od počátku,E02F9/20,EN: MOBILE APPARATUS WITH OPERATING SYSTEM,"Herr Pluto AG, 8852 Altendorf, Švýcarsko"
EP,2014-718482,2970760,Neúčinný EP od počátku,"C09K9/02, G02B5/23, G02C7/10, G03C1/73",EN: PHOTOCHROMIC ARTICLES THAT INCLUDE PHOTOCHROMIC-DICHROIC MATERIALS,"Transitions Optical, Inc., Pinellas Park, FL 33782, Spojené státy americké"
EP,2014-721598,2970353,Neúčinný EP od počátku,"C07H15/203, C07H15/20, C07D493/10",EN: MANNOSE DERIVATIVES FOR TREATING BACTERIAL INFECTIONS,"Vertex Pharmaceuticals Incorporated, Boston, MA 02210, Spojené státy americké"
EP,2014-730466,3004353,Zaniklý dokument,"C12N15/113, A61K31/341",CS: Bumetanid k léčbě neurodegenerativní choroby s parkinsonskými syndromyEN: BUMETANIDE FOR TREATING NEURODEGENERATIVE DISEASES WITH PARKINSONIAN SYNDROMES,"B & A Therapeutics 
INMED, 13273 Marseille Cedex 09, FrancieCentre Hospitalier Universitaire De Nantes, 44093 Nantes Cedex 1, FrancieINSERM (Institut National de la Santé 
et de la Recherche Médicale), 75654 Paris Cedex 13, FrancieUniversité d'Aix Marseille, 13284 Marseille Cedex 07, FrancieUniversite de Nantes, 44000 Nantes, Francie"
EP,2014-731754,3003583,Platný dokument,"B08B3/04, B08B3/10, B01F5/04, B01F5/10, B01F3/04",CS: Specifický způsob čištění elektronických součástek a/nebo obvodůEN: SPECIFIC PROCESS FOR CLEANING ELECTRONIC COMPONENTS AND/OR CIRCUITS,"BOURDAT, Michel, 31470 Saint-Lys, Francie"
EP,2014-733628,3013598,Platný dokument,"B42D25/41, B42D25/45, B42D25/42, B42D25/324, B42D25/328, B42D25/387, B42D25/445, B42D25/378, B42D25/373","CS: Způsob zhotovení vícevrstvého tělesa včetně vícevrstvého tělesaEN: METHOD FOR PRODUCING A MULTILAYER ELEMENT, AND MULTILAYER ELEMENT","Leonhard Kurz Stiftung & Co. KG, 90763 Fürth, Spolková republika Německo"
EP,2014-736913,3005298,Neúčinný EP od počátku,G06T11/00,EN: A METHOD OF RECONSTRUCTION OF AN OBJECT FROM PROJECTION VIEWS,"Volpara Health Technologies Limited, Wellington 6142, Nový Zéland"
EP,2014-738893,3055680,Neúčinný EP od počátku,"G01N21/95, G01N21/898",EN: DECORATION LINE,"Projecta Engineering S.r.l., 41042 Fiorano Modenese (Modena), Itálie"
EP,2014-749717,3172497,Platný dokument,"F24H9/00, F24D3/08, F24D3/10, F24D19/10, F24D11/02",CS: Ohřívač vody a jeho použitíEN: WATER HEATER AND APPLICATIONS THEREOF,"Cicero Hellas S.A., 117 43 Athens, Řecko"
EP,2014-753019,3016665,Neúčinný EP od počátku,"A61K35/407, A61P1/16",EN: CONDITIONED MEDIUM FROM HUMAN ADULT LIVER STEM CELLS AND ITS USE IN THE TREATMENT OF LIVER DISORDERS,"Université Catholique de Louvain, 1348 Louvain-la-Neuve, Belgie"
EP,2014-753046,3030901,Neúčinný EP od počátku,"G01N33/50, G01N33/68",EN: METHODS AND KITS FOR PREDICTING THE RISK OF HAVING A CARDIOVASCULAR EVENT,"Inotrem, 54500 Vandoeuvre-lès-Nancy, FrancieAPHP (Assistance Publique - Hôpitaux de Paris), 75004 Paris, FrancieINSERM (Institut National de la Santé 
et de la Recherche Médicale), 75654 Paris Cedex 13, FrancieUniversité de Lorraine, 54052 Nancy Cedex, FrancieSorbonne Université, 75006 Paris, FrancieUniversité Paris Cité, 75006 Paris, Francie"
EP,2014-757837,2859007,Neúčinný EP od počátku,"C07H19/044, C07H7/04, A61K36/18","EN: ALKALOID COMPOSITIONS FROM RIBES SPECIES TO TREAT CONDITIONS ASSOCIATED WITH MITOCHONDRIAL FUNCTION OR INHIBITION OF PDE4, PDE5 AND IKK-BETA","Olle Svenssons Partiaffär AB, 293 40 Olofström, ŠvédskoTRENSUMS A/S, 4300 Holbæk, Dánsko"
EP,2014-771231,3043865,Platný dokument,"A61K31/42, A61K38/21, A61K45/06, A61K31/4525, A61K31/496, A61K31/522, A61K31/513, A61K31/55, A61K31/551, A61K31/675, A61K31/7072, A61K31/575",CS: Způsoby a farmaceutické kompozice pro léčbu infekce virusem Hepatitis BEN: METHODS AND PHARMACEUTICAL COMPOSITIONS FOR THE TREATMENT OF HEPATITIS B VIRUS INFECTION,"Institut National de la Santé et de la 
Recherche Médicale (INSERM), 75013 Paris, FrancieUniversité Claude Bernard Lyon 1, 69622 Villeurbanne Cedex, FrancieENS - Ecole Normale Supérieure de Lyon, 69007 Lyon, FrancieCentre National de la Recherche Scientifique 
(C.N.R.S.), 75016 Paris, FrancieEDELRIS, 69008 Lyon, FranciePoxel, 69007 Lyon, Francie"
EP,2014-772720,2972241,Neúčinný EP od počátku,"G01N21/71, H05H1/46, G01N22/00, H01J49/10, G21B1/05, H01J37/32, H01S3/0975, H05H1/30",EN: MICROWAVE PLASMA SPECTROMETER USING DIELECTRIC RESONATOR,"Radom Corporation, West Allis, WI 53117, Spojené státy americké"
EP,2014-776018,2974559,Neúčinný EP od počátku,"H05H1/46, H01J37/32",EN: PLASMA GENERATOR USING DIELECTRIC RESONATOR,"Radom Corporation, West Allis, WI 53117, Spojené státy americké"
EP,2014-778778,2983029,Neúčinný EP od počátku,"G02B21/06, G01N21/64, G02B21/24, G02B21/00",EN: MICROSCOPE,"Riken, Wakou-shi, Saitama 351-0198, Japonsko"
EP,2014-781147,3065657,Neúčinný EP od počátku,"A61B18/02, A61B18/00",EN: CATHETER FOR PLAQUE STABLISATION,"Cryotherapeutics GmbH, 51105 Cologne, Spolková republika Německo"
EP,2014-781946,3043773,Platný dokument,"A61K9/10, A61K31/58, A61K31/335",CS: Stabilní farmaceutická kompozice s fixní dávkou obsahující mometason a olopatadin pro nazální podáníEN: STABLE FIXED DOSE PHARMACEUTICAL COMPOSITION COMPRISING MOMETASONE AND OLOPATADINE FOR NASAL ADMINISTRATION,"Glenmark Specialty S.A., 2300 La Chaux-de-Fonds, Švýcarsko"
EP,2014-784301,3047703,Neúčinný EP od počátku,"F21Y101/00, F21S2/00, F21S8/08, H05B33/08, H05B37/02, H05K1/18, F21Y115/10",EN: PROGRAMMABLE MODULE FOR A MODULAR INSTALLATION OF SIGNAL TRANSMITTERS AND METHOD OF DRIVING THE INSTALLATION,"Université d'Aix-Marseille, 13284 Marseille Cedex 07, FrancieCentre National de la Recherche Scientifique, 75016 Paris, Francie"
EP,2014-784385,3043789,Neúčinný EP od počátku,"A61K31/192, A61P21/00, A61K9/00, A61K31/5375, C07D295/096",EN: USE OF A PPAR-DELTA AGONISTS FOR TREATING MUSCLE ATROPHY,"vTv Therapeutics LLC, High Point, NC 27265, Spojené státy americké"
EP,2014-787221,3036384,Neúčinný EP od počátku,E04F13/08,EN: FACING STRIPS WHICH CAN BE ASSEMBLED EDGE-TO-EDGE BY SELF-LOCKING SOCKETING AND INSTALLATION ACCESSORIES FOR SECURING SAME TO A WALL AND METHOD FOR LAYING,"FIXAT, 59700 Marcq en Baroeul, Francie"
EP,2014-789591,3055331,Platný dokument na poshovovací lhůtě,"C07K16/28, C07K16/30, A61K39/00, A61K47/68, A61P35/00, A61P35/02, A61P43/00",CS: Konjugované protilátky proti LY75 k léčbě rakovinyEN: CONJUGATED ANTIBODIES AGAINST LY75 FOR THE TREATMENT OF CANCER,"Oxford BioTherapeutics Ltd, OXFORD SCIENCE PARK, OXFORD, OX4 4GE, Velká Británie"
EP,2014-793193,3066203,Neúčinný EP od počátku,"C12N15/85, C12N15/86, C07K14/47, G01N33/50, A01K67/027",EN: NEW ALZHEIMER'S DISEASE ANIMAL MODEL,"INSERM (Institut National de la Santé 
et de la Recherche Médicale), 75013 Paris, FrancieUniversité Paris-Saclay, 91190 Saint-Aubin, FrancieCommissariat à l'Energie Atomique et aux Energies 
Alternatives, 75015 Paris, FrancieCentre National de la Recherche Scientifique 
(C.N.R.S.), 75016 Paris, FrancieUniversité de Paris, 75006 Paris, Francie"
EP,2014-802642,3071220,Platný dokument,"A61K39/00, A61K39/395",CS: Přípravky pro léčení gd2 pozitivní rakovinyEN: PREPARATIONS FOR TREATING A GD2 POSITIVE CANCER,"Apeiron Biologics AG, 1030 Wien, Rakousko"
EP,2014-805404,3062779,Platný dokument,"A61K9/51, A61P37/04, A61P35/00, A61K45/06, A61K31/704, A61K9/127, A61K35/30, A61K31/4178, A61K31/4439, A61K38/20, A61K38/21, A61K38/17",EN: MODULAR PARTICLES FOR IMMUNOTHERAPY,"Yale University, New Haven, CT 06510, Spojené státy americké"
EP,2014-809504,3058150,Neúčinný EP od počátku,"E04C2/16, E04C2/32, E04C2/34",EN: CONSTRUCTION MODULE BASED ON CARDBOARD AND PRODUCTION METHOD THEREOF,"Lê, Hubert, 67390 Ohnenheim, Francie"
EP,2014-809950,3065628,Neúčinný EP od počátku,"A61B5/00, A61B7/00, A61B5/11, A61B7/02, A61B5/024, A61B5/08",EN: BIOMECHANICAL ACTIVITY MONITORING,"Imperial College Innovations Limited, London SW7 2AZ, Velká Británie"
EP,2014-822552,3020610,Platný dokument,B61F7/00,CS: Železniční náprava s automatickou změnou pro více rozchodů kolejeEN: RAILWAY AXLE WITH AUTOMATIC CHANGE TO MULTIPLE TRACK WIDTHS,"Azvi, S.A., 41019 Sevilla, ŠpanělskoOgi Ejes De Ancho Variable S.L., 41907 Valencina de la Concepción Sevilla, ŠpanělskoIngeniería y Técnica del Transporte TRIA, S.A., 28600 Navalcarnero Madrid, Španělsko"
EP,2014-824051,3060134,Neúčinný EP od počátku,A61B17/00,EN: FIXATION DEVICE FOR FIXING SOFT TISSUE TO A BONE,"LCA, 31056 Toulouse Cedex, Francie"
EP,2014-830811,3080537,Neúčinný EP od počátku,"F28C3/06, F28F9/22, F24F5/00, F24F12/00, F28D5/00",EN: METHOD FOR PRODUCING A STREAM OF AIR,"Starklab, 59310 Nomain, Francie"
EP,2014-830989,3087346,Platný dokument,"G01D4/00, H04W4/80, G01D9/00, H04Q9/00",CS: Řízení provozu chráněného vybaveníEN: MANAGEMENT OF THE OPERATION OF A PROTECTED ENTITY,"GRDF, 75009 Paris, Francie"
EP,2014-831016,3087347,Platný dokument,"G01D4/00, H04Q9/00, H04Q9/02, G06F8/60, G06F8/65, H04L12/24",CS: Dálková distribuce softwarové aktualizace terminálů pro dálkový odečetEN: REMOTE-DISTRIBUTION OF A SOFTWARE UPDATE TO REMOTE-READING TERMINALS,"GRDF, 75009 Paris, Francie"
EP,2014-837620,3037042,Neúčinný EP od počátku,"A61B8/14, A61B8/00",EN: THREE-DIMENSIONAL ULTRASONIC IMAGING METHOD AND SYSTEM,"Shenzhen Mindray Bio-Medical Electronics Co., Ltd., Shenzhen, Guangdong 518057, Čína"
EP,2014-838930,3183260,Neúčinný EP od počátku,"C07H19/067, C07H19/167, C07H21/02",EN: MODIFIED OLIGONUCLEOTIDES AND METHODS FOR THEIR SYNTHESIS,"Noogen LLC, Novosibirsk 630090, Ruská federace"
EP,2014-861410,3069720,Zaniklý dokument,"A61K31/45, A61K31/454, C07D211/88, A61K47/00, A61P37/08, A61P11/00, A61P1/00","CS: Farmaceutická kompozice obsahující deriváty glutarimidu a její aplikace pro léčení eozinofilních onemocněníEN: PHARMACEUTICAL COMPOSITION CONTAINING GLUTARIMIDE DERIVATIVES, AND APPLICATION THEREOF FOR TREATING EOSINOPHILIC DISEASES","""ChemImmune Therapeutics"" 
Limited Liability Company, Moscow 121205, Ruská federace"
EP,2014-885962,3127486,Platný dokument,A61B8/00,EN: METHOD AND DEVICE FOR AUTOMATIC IDENTIFICATION OF MEASUREMENT ITEM AND ULTRASOUND IMAGING APPARATUS,"Shenzhen Mindray Bio-Medical Electronics Co., Ltd., Shenzhen, Guangdong 518057, Čína"
PV,2015-7,305779,Zaniklý dokument,"G01N23/20, G01N23/207, G21K1/06, G01N23/20008, G01N23/20016, G01N23/20025","CS: Soustava pro měření mřížkového parametru zejména na monokrystalických vzorcích a polykrystalických materiálechEN: System to measure lattice parameter, especially on single crystal samples and polycrystalline materials","České vysoké učení technické v Praze, Praha 6, Dejvice, Česká republika"
PV,2015-37,305741,Platný dokument,"C04B18/14, C04B18/16, C04B28/26, C04B38/02, C04B111/28",CS: Žáruvzdorný geopolymerní kompozit s nízkou měrnou hmotností pro konstrukční prvky protipožárních zábranEN: Refractory geopolymeric composite with low bulk specific gravity for structural elements of fire cutoffs,"Technická univerzita v Liberci, Liberec, Liberec I-Staré Město, Česká republika"
PV,2015-136,305943,Zaniklý dokument,A01K1/02,CS: Venkovní bouda pro individuální chov zvířatEN: Outdoor cottage for individual breeding of animals,"Výzkumný ústav zemědělské techniky, v. v. i., Praha 6 - Ruzyně, Česká republika"
PV,2015-291,305926,Zaniklý dokument,"C02F3/32, C02F1/30, C02F11/02, E02B1/00",CS: Způsob zlepšení kvality stojatých vod venkovních vodních nádrží a zařízení k provádění tohoto způsobuEN: Method of enhancing quality of standing water of outdoor water storage reservoirs and device for making the same,"Jihočeská univerzita v Českých Budějovicích, České Budějovice, Česká republika"
PV,2015-293,305945,Zaniklý dokument,"C02F3/32, E02B1/02, C02F1/30, C02F11/02",CS: Zařízení pro zlepšení kvality stojatých vod venkovních vodních nádržíEN: Device for enhancing quality of standing water of outdoor water storage reservoirs,"Jihočeská univerzita v Českých Budějovicích, České Budějovice, Česká republika"
PV,2015-302,306037,Zaniklý dokument,"C01G3/00, C22B3/06",CS: Způsob výroby dihydrátu siřičitanu měďnato-měďnéhoEN: Process for preparing cupric-cuprous sulfite dihydrate,"Mendelova univerzita v Brně, Brno, Česká republika"
PV,2015-304,306846,Platný dokument,"H04B10/294, H04B10/297, H04J14/02",CS: Modulární stavebnice spektrálně flexibilního zařízení pro obousměrné přenosy optických signálů citlivých na časování v Internetu a jiných sítíchEN: A modular construction kit of a spectrally flexible device for bidirectional transmission of timing-sensitive optical signals on the Internet and other networks,"CESNET, zájmové sdružení právnických osob, Praha 6, Dejvice, Česká republika"
PV,2015-308,306038,Platný dokument,"H01F5/00, H01F21/00",CS: CívkaEN: Coil,"Univerzita Hradec Králové, Hradec Králové, Česká republika"
PV,2015-310,306119,Zaniklý dokument,H05H1/48,"CS: Způsob generování nízkoteplotního plazmatu, způsob plazmové úpravy tekutin, práškových materiálů i pevných látek tímto nízkoteplotním plazmatem a zařízení k provádění těchto způsobůEN: Method of generating low-temperature plasma, plasma treatment process of fluids, powder materials and solid substances by making use of such low-temperature plasma and apparatus for making the same","Masarykova univerzita, Brno, Česká republika"
PV,2015-363,306613,Platný dokument,"F16F7/00, E01F15/00","CS: Vnitřní struktura deformačního bloku, zejména stavebního prvku dopravních sjezdůEN: The internal structure of the deformation block, especially of a construction element of slip roads","České vysoké učení technické v Praze, Praha 6, Dejvice, Česká republika"
PV,2015-433,306125,Platný dokument,"C10B1/00, B09B3/00, C02F11/12, C02F11/10, C02F11/18, C02F11/121, C02F11/13, B09B3/40",CS: Intenzifikované kalové hospodářství čistírny odpadních vodEN: Intensified sludge treatment and disposal of wastewater treatment plant,"LET.LI SE, Ostrava, Dubina, Česká republika"
