Applicant_Name,Country_Code,Application_Number,File_Name,Filing_Date,ID_univerzita,API,TYP,TYP_CISLO
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2020-38194,OPENDATAST96_PT_CZ_DIFF_PUV2020-38194.xml,2020-11-04,13,PUV/38194,PUV,2
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2021-38620,OPENDATAST96_PT_CZ_DIFF_PUV2021-38620.xml,2021-03-09,13,PUV/38620,PUV,2
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2021-38671,OPENDATAST96_PT_CZ_DIFF_PUV2021-38671.xml,2021-03-25,13,PUV/38671,PUV,2
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2022-40531,OPENDATAST96_PT_CZ_DIFF_PUV2022-40531.xml,2022-11-29,13,PUV/40531,PUV,2
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2022-40639,OPENDATAST96_PT_CZ_DIFF_PUV2022-40639.xml,2022-12-30,13,PUV/40639,PUV,2
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2023-40711,OPENDATAST96_PT_CZ_DIFF_PUV2023-40711.xml,2023-01-31,13,PUV/40711,PUV,2
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2013-350,OPENDATAST96_PT_CZ_DIFF_PV2013-350.xml,2013-05-13,13,PT/2013-350,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2014-778,OPENDATAST96_PT_CZ_DIFF_PV2014-778.xml,2014-11-11,13,PT/2014-778,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2015-749,OPENDATAST96_PT_CZ_DIFF_PV2015-749.xml,2015-10-25,13,PT/2015-749,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2016-688,OPENDATAST96_PT_CZ_DIFF_PV2016-688.xml,2016-11-03,13,PT/2016-688,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2016-693,OPENDATAST96_PT_CZ_DIFF_PV2016-693.xml,2016-11-07,13,PT/2016-693,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2018-200,OPENDATAST96_PT_CZ_DIFF_PV2018-200.xml,2018-04-25,13,PT/2018-200,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2018-230,OPENDATAST96_PT_CZ_DIFF_PV2018-230.xml,2018-05-18,13,PT/2018-230,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2018-726,OPENDATAST96_PT_CZ_DIFF_PV2018-726.xml,2018-12-20,13,PT/2018-726,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2019-259,OPENDATAST96_PT_CZ_DIFF_PV2019-259.xml,2019-04-26,13,PT/2019-259,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2019-356,OPENDATAST96_PT_CZ_DIFF_PV2019-356.xml,2019-06-07,13,PT/2019-356,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2019-489,OPENDATAST96_PT_CZ_DIFF_PV2019-489.xml,2019-07-26,13,PT/2019-489,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2019-736,OPENDATAST96_PT_CZ_DIFF_PV2019-736.xml,2019-12-03,13,PT/2019-736,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2020-134,OPENDATAST96_PT_CZ_DIFF_PV2020-134.xml,2020-03-12,13,PT/2020-134,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2021-103,OPENDATAST96_PT_CZ_DIFF_PV2021-103.xml,2021-03-05,13,PT/2021-103,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2021-117,OPENDATAST96_PT_CZ_DIFF_PV2021-117.xml,2021-03-11,13,PT/2021-117,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2021-215,OPENDATAST96_PT_CZ_DIFF_PV2021-215.xml,2021-04-29,13,PT/2021-215,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2021-85,OPENDATAST96_PT_CZ_DIFF_PV2021-85.xml,2021-02-25,13,PT/2021-85,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2022-137,OPENDATAST96_PT_CZ_DIFF_PV2022-137.xml,2022-03-28,13,PT/2022-137,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2022-17,OPENDATAST96_PT_CZ_DIFF_PV2022-17.xml,2022-01-15,13,PT/2022-17,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2022-291,OPENDATAST96_PT_CZ_DIFF_PV2022-291.xml,2022-06-29,13,PT/2022-291,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2022-442,OPENDATAST96_PT_CZ_DIFF_PV2022-442.xml,2022-10-26,13,PT/2022-442,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2014-30342,OPENDATAST96_PT_CZ_FULL_PUV2014-30342.xml,2014-11-28,13,PUV/30342,PUV,2
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2015-31451,OPENDATAST96_PT_CZ_FULL_PUV2015-31451.xml,2015-08-26,13,PUV/31451,PUV,2
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2022-39746,OPENDATAST96_PT_CZ_FULL_PUV2022-39746.xml,2022-03-21,13,PUV/39746,PUV,2
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2022-40406,OPENDATAST96_PT_CZ_FULL_PUV2022-40406.xml,2022-10-26,13,PUV/40406,PUV,2
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2014-654,OPENDATAST96_PT_CZ_FULL_PV2014-654.xml,2014-09-24,13,PT/2014-654,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2014-848,OPENDATAST96_PT_CZ_FULL_PV2014-848.xml,2014-12-03,13,PT/2014-848,PT,1
Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,CZ,2019-250,OPENDATAST96_PT_CZ_FULL_PV2019-250.xml,2019-04-23,13,PT/2019-250,PT,1
Univerzita Karlova,CZ,2016-815699,OPENDATAST96_EPTEST_CZ_DIFF_CZEP3377504.xml,2016-11-18,14,EP/3377504,EP,5
Univerzita Karlova,CZ,2018-185629,OPENDATAST96_EPTEST_CZ_DIFF_CZEP3434292.xml,2018-07-25,14,EP/3434292,EP,5
Univerzita Karlova,CZ,2020-721394,OPENDATAST96_EPTEST_CZ_DIFF_CZEP3962915.xml,2020-04-25,14,EP/3962915,EP,5
Univerzita Karlova,CZ,2020-793257,OPENDATAST96_EPTEST_CZ_DIFF_CZEP4041083.xml,2020-10-08,14,EP/4041083,EP,5
Univerzita Karlova,CZ,2016-32054,OPENDATAST96_PT_CZ_DIFF_PUV2016-32054.xml,2016-01-29,14,PUV/32054,PUV,2
Univerzita Karlova,CZ,2017-33953,OPENDATAST96_PT_CZ_DIFF_PUV2017-33953.xml,2017-07-26,14,PUV/33953,PUV,2
Univerzita Karlova,CZ,2017-34076,OPENDATAST96_PT_CZ_DIFF_PUV2017-34076.xml,2017-09-06,14,PUV/34076,PUV,2
Univerzita Karlova,CZ,2019-36010,OPENDATAST96_PT_CZ_DIFF_PUV2019-36010.xml,2019-03-13,14,PUV/36010,PUV,2
Univerzita Karlova,CZ,2019-36130,OPENDATAST96_PT_CZ_DIFF_PUV2019-36130.xml,2019-04-18,14,PUV/36130,PUV,2
Univerzita Karlova,CZ,2019-36440,OPENDATAST96_PT_CZ_DIFF_PUV2019-36440.xml,2019-07-25,14,PUV/36440,PUV,2
Univerzita Karlova,CZ,2019-36564,OPENDATAST96_PT_CZ_DIFF_PUV2019-36564.xml,2019-08-29,14,PUV/36564,PUV,2
Univerzita Karlova,CZ,2019-36620,OPENDATAST96_PT_CZ_DIFF_PUV2019-36620.xml,2019-09-11,14,PUV/36620,PUV,2
Univerzita Karlova,CZ,2019-36658,OPENDATAST96_PT_CZ_DIFF_PUV2019-36658.xml,2019-09-24,14,PUV/36658,PUV,2
Univerzita Karlova,CZ,2019-36659,OPENDATAST96_PT_CZ_DIFF_PUV2019-36659.xml,2019-09-24,14,PUV/36659,PUV,2
Univerzita Karlova,CZ,2019-36660,OPENDATAST96_PT_CZ_DIFF_PUV2019-36660.xml,2019-09-24,14,PUV/36660,PUV,2
Univerzita Karlova,CZ,2019-36721,OPENDATAST96_PT_CZ_DIFF_PUV2019-36721.xml,2019-10-09,14,PUV/36721,PUV,2
Univerzita Karlova,CZ,2019-36852,OPENDATAST96_PT_CZ_DIFF_PUV2019-36852.xml,2019-11-06,14,PUV/36852,PUV,2
Univerzita Karlova,CZ,2019-37066,OPENDATAST96_PT_CZ_DIFF_PUV2019-37066.xml,2019-12-23,14,PUV/37066,PUV,2
Univerzita Karlova,CZ,2019-37100,OPENDATAST96_PT_CZ_DIFF_PUV2019-37100.xml,2019-12-31,14,PUV/37100,PUV,2
Univerzita Karlova,CZ,2020-38133,OPENDATAST96_PT_CZ_DIFF_PUV2020-38133.xml,2020-10-19,14,PUV/38133,PUV,2
Univerzita Karlova,CZ,2020-38144,OPENDATAST96_PT_CZ_DIFF_PUV2020-38144.xml,2020-10-21,14,PUV/38144,PUV,2
Univerzita Karlova,CZ,2020-38173,OPENDATAST96_PT_CZ_DIFF_PUV2020-38173.xml,2020-10-30,14,PUV/38173,PUV,2
Univerzita Karlova,CZ,2020-38207,OPENDATAST96_PT_CZ_DIFF_PUV2020-38207.xml,2020-11-09,14,PUV/38207,PUV,2
Univerzita Karlova,CZ,2020-38421,OPENDATAST96_PT_CZ_DIFF_PUV2020-38421.xml,2020-12-30,14,PUV/38421,PUV,2
Univerzita Karlova,CZ,2020-38422,OPENDATAST96_PT_CZ_DIFF_PUV2020-38422.xml,2020-12-30,14,PUV/38422,PUV,2
Univerzita Karlova,CZ,2020-38431,OPENDATAST96_PT_CZ_DIFF_PUV2020-38431.xml,2020-12-31,14,PUV/38431,PUV,2
Univerzita Karlova,CZ,2020-38432,OPENDATAST96_PT_CZ_DIFF_PUV2020-38432.xml,2020-12-31,14,PUV/38432,PUV,2
Univerzita Karlova,CZ,2021-38441,OPENDATAST96_PT_CZ_DIFF_PUV2021-38441.xml,2021-01-05,14,PUV/38441,PUV,2
Univerzita Karlova,CZ,2021-39323,OPENDATAST96_PT_CZ_DIFF_PUV2021-39323.xml,2021-10-29,14,PUV/39323,PUV,2
Univerzita Karlova,CZ,2021-39544,OPENDATAST96_PT_CZ_DIFF_PUV2021-39544.xml,2021-12-31,14,PUV/39544,PUV,2
Univerzita Karlova,CZ,2022-39558,OPENDATAST96_PT_CZ_DIFF_PUV2022-39558.xml,2021-12-28,14,PUV/39558,PUV,2
Univerzita Karlova,CZ,2022-39718,OPENDATAST96_PT_CZ_DIFF_PUV2022-39718.xml,2021-12-28,14,PUV/39718,PUV,2
Univerzita Karlova,CZ,2022-39909,OPENDATAST96_PT_CZ_DIFF_PUV2022-39909.xml,2022-05-18,14,PUV/39909,PUV,2
Univerzita Karlova,CZ,2022-40425,OPENDATAST96_PT_CZ_DIFF_PUV2022-40425.xml,2022-11-02,14,PUV/40425,PUV,2
Univerzita Karlova,CZ,2022-40618,OPENDATAST96_PT_CZ_DIFF_PUV2022-40618.xml,2019-06-05,14,PUV/40618,PUV,2
Univerzita Karlova,CZ,2023-41058,OPENDATAST96_PT_CZ_DIFF_PUV2023-41058.xml,2023-06-08,14,PUV/41058,PUV,2
Univerzita Karlova,CZ,2023-41160,OPENDATAST96_PT_CZ_DIFF_PUV2023-41160.xml,2023-07-21,14,PUV/41160,PUV,2
Univerzita Karlova,CZ,2023-41161,OPENDATAST96_PT_CZ_DIFF_PUV2023-41161.xml,2023-07-21,14,PUV/41161,PUV,2
Univerzita Karlova,CZ,2023-41200,OPENDATAST96_PT_CZ_DIFF_PUV2023-41200.xml,2023-08-04,14,PUV/41200,PUV,2
Univerzita Karlova,CZ,2023-41201,OPENDATAST96_PT_CZ_DIFF_PUV2023-41201.xml,2023-08-04,14,PUV/41201,PUV,2
Univerzita Karlova,CZ,2023-41300,OPENDATAST96_PT_CZ_DIFF_PUV2023-41300.xml,2021-04-01,14,PUV/41300,PUV,2
Univerzita Karlova,CZ,2023-41358,OPENDATAST96_PT_CZ_DIFF_PUV2023-41358.xml,2023-10-05,14,PUV/41358,PUV,2
Univerzita Karlova,CZ,2024-41898,OPENDATAST96_PT_CZ_DIFF_PUV2024-41898.xml,2024-04-12,14,PUV/41898,PUV,2
Univerzita Karlova,CZ,2024-41941,OPENDATAST96_PT_CZ_DIFF_PUV2024-41941.xml,2024-05-03,14,PUV/41941,PUV,2
Univerzita Karlova,CZ,2024-41942,OPENDATAST96_PT_CZ_DIFF_PUV2024-41942.xml,2024-05-03,14,PUV/41942,PUV,2
Univerzita Karlova,CZ,2015-19,OPENDATAST96_PT_CZ_DIFF_PV2015-19.xml,2015-01-14,14,PT/2015-19,PT,1
Univerzita Karlova,CZ,2015-20,OPENDATAST96_PT_CZ_DIFF_PV2015-20.xml,2015-01-14,14,PT/2015-20,PT,1
Univerzita Karlova,CZ,2017-427,OPENDATAST96_PT_CZ_DIFF_PV2017-427.xml,2017-07-26,14,PT/2017-427,PT,1
Univerzita Karlova,CZ,2017-588,OPENDATAST96_PT_CZ_DIFF_PV2017-588.xml,2017-09-26,14,PT/2017-588,PT,1
Univerzita Karlova,CZ,2017-814,OPENDATAST96_PT_CZ_DIFF_PV2017-814.xml,2017-12-19,14,PT/2017-814,PT,1
Univerzita Karlova,CZ,2017-856,OPENDATAST96_PT_CZ_DIFF_PV2017-856.xml,2017-12-29,14,PT/2017-856,PT,1
Univerzita Karlova,CZ,2018-181,OPENDATAST96_PT_CZ_DIFF_PV2018-181.xml,2018-04-11,14,PT/2018-181,PT,1
Univerzita Karlova,CZ,2018-212,OPENDATAST96_PT_CZ_DIFF_PV2018-212.xml,2018-05-03,14,PT/2018-212,PT,1
Univerzita Karlova,CZ,2018-511,OPENDATAST96_PT_CZ_DIFF_PV2018-511.xml,2018-09-27,14,PT/2018-511,PT,1
Univerzita Karlova,CZ,2018-671,OPENDATAST96_PT_CZ_DIFF_PV2018-671.xml,2018-12-03,14,PT/2018-671,PT,1
Univerzita Karlova,CZ,2018-748,OPENDATAST96_PT_CZ_DIFF_PV2018-748.xml,2018-12-31,14,PT/2018-748,PT,1
Univerzita Karlova,CZ,2019-148,OPENDATAST96_PT_CZ_DIFF_PV2019-148.xml,2019-03-13,14,PT/2019-148,PT,1
Univerzita Karlova,CZ,2019-262,OPENDATAST96_PT_CZ_DIFF_PV2019-262.xml,2019-04-29,14,PT/2019-262,PT,1
Univerzita Karlova,CZ,2019-469,OPENDATAST96_PT_CZ_DIFF_PV2019-469.xml,2019-07-18,14,PT/2019-469,PT,1
Univerzita Karlova,CZ,2019-577,OPENDATAST96_PT_CZ_DIFF_PV2019-577.xml,2019-09-11,14,PT/2019-577,PT,1
Univerzita Karlova,CZ,2019-627,OPENDATAST96_PT_CZ_DIFF_PV2019-627.xml,2019-10-09,14,PT/2019-627,PT,1
Univerzita Karlova,CZ,2019-632,OPENDATAST96_PT_CZ_DIFF_PV2019-632.xml,2019-10-10,14,PT/2019-632,PT,1
Univerzita Karlova,CZ,2019-684,OPENDATAST96_PT_CZ_DIFF_PV2019-684.xml,2019-11-06,14,PT/2019-684,PT,1
Univerzita Karlova,CZ,2019-713,OPENDATAST96_PT_CZ_DIFF_PV2019-713.xml,2019-11-21,14,PT/2019-713,PT,1
Univerzita Karlova,CZ,2019-731,OPENDATAST96_PT_CZ_DIFF_PV2019-731.xml,2019-11-29,14,PT/2019-731,PT,1
Univerzita Karlova,CZ,2019-778,OPENDATAST96_PT_CZ_DIFF_PV2019-778.xml,2019-12-17,14,PT/2019-778,PT,1
Univerzita Karlova,CZ,2020-154,OPENDATAST96_PT_CZ_DIFF_PV2020-154.xml,2020-03-19,14,PT/2020-154,PT,1
Univerzita Karlova,CZ,2020-316,OPENDATAST96_PT_CZ_DIFF_PV2020-316.xml,2020-06-04,14,PT/2020-316,PT,1
Univerzita Karlova,CZ,2020-527,OPENDATAST96_PT_CZ_DIFF_PV2020-527.xml,2020-09-22,14,PT/2020-527,PT,1
Univerzita Karlova,CZ,2020-528,OPENDATAST96_PT_CZ_DIFF_PV2020-528.xml,2020-09-22,14,PT/2020-528,PT,1
Univerzita Karlova,CZ,2020-578,OPENDATAST96_PT_CZ_DIFF_PV2020-578.xml,2020-10-23,14,PT/2020-578,PT,1
Univerzita Karlova,CZ,2020-602,OPENDATAST96_PT_CZ_DIFF_PV2020-602.xml,2020-11-08,14,PT/2020-602,PT,1
Univerzita Karlova,CZ,2020-658,OPENDATAST96_PT_CZ_DIFF_PV2020-658.xml,2020-12-08,14,PT/2020-658,PT,1
Univerzita Karlova,CZ,2021-230,OPENDATAST96_PT_CZ_DIFF_PV2021-230.xml,2021-05-10,14,PT/2021-230,PT,1
Univerzita Karlova,CZ,2021-405,OPENDATAST96_PT_CZ_DIFF_PV2021-405.xml,2021-09-02,14,PT/2021-405,PT,1
Univerzita Karlova,CZ,2021-407,OPENDATAST96_PT_CZ_DIFF_PV2021-407.xml,2021-09-03,14,PT/2021-407,PT,1
Univerzita Karlova,CZ,2021-408,OPENDATAST96_PT_CZ_DIFF_PV2021-408.xml,2021-09-03,14,PT/2021-408,PT,1
Univerzita Karlova,CZ,2021-419,OPENDATAST96_PT_CZ_DIFF_PV2021-419.xml,2021-09-08,14,PT/2021-419,PT,1
Univerzita Karlova,CZ,2021-598,OPENDATAST96_PT_CZ_DIFF_PV2021-598.xml,2021-12-28,14,PT/2021-598,PT,1
Univerzita Karlova,CZ,2021-90,OPENDATAST96_PT_CZ_DIFF_PV2021-90.xml,2021-02-28,14,PT/2021-90,PT,1
Univerzita Karlova,CZ,2022-207,OPENDATAST96_PT_CZ_DIFF_PV2022-207.xml,2022-05-18,14,PT/2022-207,PT,1
Univerzita Karlova,CZ,2022-262,OPENDATAST96_PT_CZ_DIFF_PV2022-262.xml,2022-06-14,14,PT/2022-262,PT,1
Univerzita Karlova,CZ,2022-307,OPENDATAST96_PT_CZ_DIFF_PV2022-307.xml,2022-07-13,14,PT/2022-307,PT,1
Univerzita Karlova,CZ,2022-420,OPENDATAST96_PT_CZ_DIFF_PV2022-420.xml,2022-10-05,14,PT/2022-420,PT,1
Univerzita Karlova,CZ,2022-552,OPENDATAST96_PT_CZ_DIFF_PV2022-552.xml,2022-12-24,14,PT/2022-552,PT,1
Univerzita Karlova,CZ,2022-82,OPENDATAST96_PT_CZ_DIFF_PV2022-82.xml,2022-02-22,14,PT/2022-82,PT,1
Univerzita Karlova,CZ,2022-86,OPENDATAST96_PT_CZ_DIFF_PV2022-86.xml,2022-02-23,14,PT/2022-86,PT,1
Univerzita Karlova,CZ,2023-108,OPENDATAST96_PT_CZ_DIFF_PV2023-108.xml,2023-03-19,14,PT/2023-108,PT,1
Univerzita Karlova,CZ,2023-303,OPENDATAST96_PT_CZ_DIFF_PV2023-303.xml,2023-08-04,14,PT/2023-303,PT,1
Univerzita Karlova,CZ,2017-33748,OPENDATAST96_PT_CZ_FULL_PUV2017-33748.xml,2017-05-29,14,PUV/33748,PUV,2
Univerzita Karlova,CZ,2018-35637,OPENDATAST96_PT_CZ_FULL_PUV2018-35637.xml,2018-11-21,14,PUV/35637,PUV,2
Univerzita Karlova,CZ,2019-36346,OPENDATAST96_PT_CZ_FULL_PUV2019-36346.xml,2019-06-25,14,PUV/36346,PUV,2
Univerzita Karlova,CZ,2019-36478,OPENDATAST96_PT_CZ_FULL_PUV2019-36478.xml,2019-08-06,14,PUV/36478,PUV,2
Univerzita Karlova,CZ,2022-39616,OPENDATAST96_PT_CZ_FULL_PUV2022-39616.xml,2022-01-26,14,PUV/39616,PUV,2
Univerzita Karlova,CZ,2022-40071,OPENDATAST96_PT_CZ_FULL_PUV2022-40071.xml,2022-07-13,14,PUV/40071,PUV,2
Univerzita Karlova,CZ,2016-682,OPENDATAST96_PT_CZ_FULL_PV2016-682.xml,2016-11-02,14,PT/2016-682,PT,1
Univerzita Karlova,CZ,2017-119,OPENDATAST96_PT_CZ_FULL_PV2017-119.xml,2017-03-03,14,PT/2017-119,PT,1
Univerzita Karlova,CZ,2017-554,OPENDATAST96_PT_CZ_FULL_PV2017-554.xml,2017-09-18,14,PT/2017-554,PT,1
Univerzita Karlova,CZ,2017-756,OPENDATAST96_PT_CZ_FULL_PV2017-756.xml,2017-11-27,14,PT/2017-756,PT,1
Univerzita Karlova,CZ,2018-375,OPENDATAST96_PT_CZ_FULL_PV2018-375.xml,2018-07-25,14,PT/2018-375,PT,1
Univerzita Karlova,CZ,2018-514,OPENDATAST96_PT_CZ_FULL_PV2018-514.xml,2018-09-30,14,PT/2018-514,PT,1
Univerzita Karlova,CZ,2018-689,OPENDATAST96_PT_CZ_FULL_PV2018-689.xml,2018-12-10,14,PT/2018-689,PT,1
Univerzita Karlova,CZ,2019-149,OPENDATAST96_PT_CZ_FULL_PV2019-149.xml,2019-03-13,14,PT/2019-149,PT,1
Univerzita Karlova,CZ,2019-337,OPENDATAST96_PT_CZ_FULL_PV2019-337.xml,2019-05-31,14,PT/2019-337,PT,1
Univerzita Karlova,CZ,2019-350,OPENDATAST96_PT_CZ_FULL_PV2019-350.xml,2019-06-05,14,PT/2019-350,PT,1
Univerzita Karlova - 3. Lékařská fakulta,CZ,2015-892,OPENDATAST96_PT_CZ_FULL_PV2015-892.xml,2015-12-14,14,PT/2015-892,PT,1
"Univerzita Karlova  v Praze, 
Přírodovědecká fakulta",CZ,2016-32615,OPENDATAST96_PT_CZ_FULL_PUV2016-32615.xml,2016-07-26,14,PUV/32615,PUV,2
Univerzita Karlova V Praze,CZ,2014-173225,OPENDATAST96_EPTEST_CZ_FULL_CZEP2816357.xml,2014-06-20,14,EP/2816357,EP,5
Univerzita Karlova v Praze,CZ,2013-28704,OPENDATAST96_PT_CZ_DIFF_PUV2013-28704.xml,2013-10-30,14,PUV/28704,PUV,2
Univerzita Karlova v Praze,CZ,2013-28867,OPENDATAST96_PT_CZ_DIFF_PUV2013-28867.xml,2013-12-03,14,PUV/28867,PUV,2
Univerzita Karlova v Praze,CZ,2014-30490,OPENDATAST96_PT_CZ_DIFF_PUV2014-30490.xml,2014-12-19,14,PUV/30490,PUV,2
Univerzita Karlova v Praze,CZ,2014-30492,OPENDATAST96_PT_CZ_DIFF_PUV2014-30492.xml,2014-12-19,14,PUV/30492,PUV,2
Univerzita Karlova v Praze,CZ,2015-31571,OPENDATAST96_PT_CZ_DIFF_PUV2015-31571.xml,2015-09-30,14,PUV/31571,PUV,2
Univerzita Karlova v Praze,CZ,2016-32431,OPENDATAST96_PT_CZ_DIFF_PUV2016-32431.xml,2016-06-01,14,PUV/32431,PUV,2
Univerzita Karlova v Praze,CZ,2014-269,OPENDATAST96_PT_CZ_DIFF_PV2014-269.xml,2014-04-18,14,PT/2014-269,PT,1
Univerzita Karlova v Praze,CZ,2015-670,OPENDATAST96_PT_CZ_DIFF_PV2015-670.xml,2015-09-30,14,PT/2015-670,PT,1
Univerzita Karlova v Praze,CZ,2015-671,OPENDATAST96_PT_CZ_DIFF_PV2015-671.xml,2015-09-30,14,PT/2015-671,PT,1
Univerzita Karlova v Praze,CZ,2015-825,OPENDATAST96_PT_CZ_DIFF_PV2015-825.xml,2015-11-20,14,PT/2015-825,PT,1
Univerzita Karlova v Praze,CZ,2015-960,OPENDATAST96_PT_CZ_DIFF_PV2015-960.xml,2015-12-31,14,PT/2015-960,PT,1
Univerzita Karlova v Praze,CZ,2016-684,OPENDATAST96_PT_CZ_DIFF_PV2016-684.xml,2016-11-02,14,PT/2016-684,PT,1
Univerzita Karlova v Praze,CZ,2016-742,OPENDATAST96_PT_CZ_DIFF_PV2016-742.xml,2016-11-28,14,PT/2016-742,PT,1
Univerzita Karlova v Praze,CZ,2019-614,OPENDATAST96_PT_CZ_DIFF_PV2019-614.xml,2019-10-02,14,PT/2019-614,PT,1
Univerzita Karlova v Praze,CZ,2020-152,OPENDATAST96_PT_CZ_DIFF_PV2020-152.xml,2020-03-19,14,PT/2020-152,PT,1
Univerzita Karlova v Praze,CZ,2020-26,OPENDATAST96_PT_CZ_DIFF_PV2020-26.xml,2020-01-16,14,PT/2020-26,PT,1
Univerzita Karlova v Praze,CZ,2013-27958,OPENDATAST96_PT_CZ_FULL_PUV2013-27958.xml,2013-05-21,14,PUV/27958,PUV,2
Univerzita Karlova v Praze,CZ,2013-28626,OPENDATAST96_PT_CZ_FULL_PUV2013-28626.xml,2013-10-15,14,PUV/28626,PUV,2
Univerzita Karlova v Praze,CZ,2014-29635,OPENDATAST96_PT_CZ_FULL_PUV2014-29635.xml,2014-06-05,14,PUV/29635,PUV,2
Univerzita Karlova v Praze,CZ,2014-29726,OPENDATAST96_PT_CZ_FULL_PUV2014-29726.xml,2014-06-27,14,PUV/29726,PUV,2
Univerzita Karlova v Praze,CZ,2015-31858,OPENDATAST96_PT_CZ_FULL_PUV2015-31858.xml,2015-12-08,14,PUV/31858,PUV,2
Univerzita Karlova v Praze,CZ,2015-31983,OPENDATAST96_PT_CZ_FULL_PUV2015-31983.xml,2015-12-31,14,PUV/31983,PUV,2
Univerzita Karlova v Praze,CZ,2016-32037,OPENDATAST96_PT_CZ_FULL_PUV2016-32037.xml,2016-01-25,14,PUV/32037,PUV,2
Univerzita Karlova v Praze,CZ,2016-33004,OPENDATAST96_PT_CZ_FULL_PUV2016-33004.xml,2016-11-02,14,PUV/33004,PUV,2
Univerzita Karlova v Praze,CZ,2018-35753,OPENDATAST96_PT_CZ_FULL_PUV2018-35753.xml,2018-12-18,14,PUV/35753,PUV,2
Univerzita Karlova v Praze,CZ,2014-432,OPENDATAST96_PT_CZ_FULL_PV2014-432.xml,2014-06-25,14,PT/2014-432,PT,1
Univerzita Karlova v Praze,CZ,2014-447,OPENDATAST96_PT_CZ_FULL_PV2014-447.xml,2014-06-27,14,PT/2014-447,PT,1
Univerzita Karlova v Praze,CZ,2015-444,OPENDATAST96_PT_CZ_FULL_PV2015-444.xml,2015-06-26,14,PT/2015-444,PT,1
"Univerzita Karlova v Praze 
Matematicko - fyzikální fakulta",CZ,2015-31535,OPENDATAST96_PT_CZ_FULL_PUV2015-31535.xml,2015-09-18,14,PUV/31535,PUV,2
"Univerzita Karlova v Praze 
Matematicko - fyzikální fakulta",CZ,2015-31536,OPENDATAST96_PT_CZ_FULL_PUV2015-31536.xml,2015-09-18,14,PUV/31536,PUV,2
"Univerzita Karlova v Praze 
Matematicko- fyzikální fakulta",CZ,2015-30893,OPENDATAST96_PT_CZ_FULL_PUV2015-30893.xml,2015-03-25,14,PUV/30893,PUV,2
"Univerzita Karlova v Praze 
Matematicko- fyzikální fakulta",CZ,2014-757,OPENDATAST96_PT_CZ_FULL_PV2014-757.xml,2014-11-06,14,PT/2014-757,PT,1
"Univerzita Karlova v Praze 
Matematicko- fyzikální fakulta",CZ,2015-637,OPENDATAST96_PT_CZ_FULL_PV2015-637.xml,2015-09-18,14,PT/2015-637,PT,1
"Univerzita Karlova v Praze 
Matematicko- fyzikální fakulta",CZ,2015-638,OPENDATAST96_PT_CZ_FULL_PV2015-638.xml,2015-09-18,14,PT/2015-638,PT,1
"Univerzita Karlova v Praze 
Matematicko- fyzikální fakulta",CZ,2015-763,OPENDATAST96_PT_CZ_FULL_PV2015-763.xml,2015-10-29,14,PT/2015-763,PT,1
