Publication_Office_Code,Original_Publication_Office_Code,Publication_Number,Document_Kind_Code,Publication_Date,Application_Number,Filing_Date,Invention_Title,File_Name
CZ,CZ,304389,B6,2014-04-09,2013-176,2013-03-08,Pouzdro pro jednoruční střelnou zbraň,OPENDATAST96_PT_CZ_DIFF_PV2013-176.xml
CZ,CZ,306317,B6,2016-11-30,2013-181,2013-03-12,Systém distribučních kanálů pro reverzační proudění v klimakomorách,OPENDATAST96_PT_CZ_DIFF_PV2013-181.xml
CZ,JP,306754,B6,2017-06-14,2013-182,2013-03-12,Způsob výroby pokovené součásti,OPENDATAST96_PT_CZ_DIFF_PV2013-182.xml
CZ,CZ,306299,B6,2016-11-23,2013-186,2013-03-13,Rameno nůžkového zvedáku,OPENDATAST96_PT_CZ_DIFF_PV2013-186.xml
CZ,CZ,304434,B6,2014-04-30,2013-188,2013-03-14,Způsob povrchového ošetření kameniva pro zvýšení odolnosti žárobetonů vůči působení uhlíku vyloučeného ve střepu,OPENDATAST96_PT_CZ_DIFF_PV2013-188.xml
CZ,CZ,307131,B6,2018-01-31,2013-19,2013-01-10,Potravinářská emulze bez lepku pro obalování potravin,OPENDATAST96_PT_CZ_DIFF_PV2013-19.xml
CZ,CZ,2013-190,A3,2014-09-24,2013-190,2013-03-15,Rozvaděč,OPENDATAST96_PT_CZ_DIFF_PV2013-190.xml
CZ,CZ,304435,B6,2014-04-30,2013-194,2013-03-18,Dlaha pánevní,OPENDATAST96_PT_CZ_DIFF_PV2013-194.xml
CZ,CZ,307783,B6,2019-05-02,2013-195,2013-03-18,Způsob předpětí stropního betonového nosníku,OPENDATAST96_PT_CZ_DIFF_PV2013-195.xml
CZ,CZ,2013-207,A3,2014-10-01,2013-207,2013-03-22,Zařízení pro snímání kritických stavů termické aktivity,OPENDATAST96_PT_CZ_DIFF_PV2013-207.xml
CZ,CZ,2013-210,A3,2014-10-01,2013-210,2013-03-22,Způsob snímání trojrozměrného tvaru pracovní části hřbetu koně a zařízení k provádění tohoto způsobu,OPENDATAST96_PT_CZ_DIFF_PV2013-210.xml
CZ,JP,305875,B6,2016-04-20,2013-211,2013-03-22,Hermetický kompresor a zařízení chladicího cyklu obsahující tento kompresor,OPENDATAST96_PT_CZ_DIFF_PV2013-211.xml
CZ,CZ,308540,B6,2020-11-11,2013-225,2013-03-26,Zařízení pro nanášení odmrazovací kapaliny a ochranné protinámrazové kapaliny na povrch letadla,OPENDATAST96_PT_CZ_DIFF_PV2013-225.xml
CZ,CZ,307171,B6,2018-02-21,2013-236,2013-03-28,Padákový záchranný systém,OPENDATAST96_PT_CZ_DIFF_PV2013-236.xml
CZ,CZ,304378,B6,2014-04-02,2013-240,2013-03-28,Způsob biodegradační sanace znečištěné zeminy,OPENDATAST96_PT_CZ_DIFF_PV2013-240.xml
CZ,CZ,2013-249,A3,2014-10-15,2013-249,2013-04-03,Inteligentní dveře automobilu,OPENDATAST96_PT_CZ_DIFF_PV2013-249.xml
CZ,CZ,304567,B6,2014-07-09,2013-250,2013-04-03,Zapojení k indikaci ohrožujících proudů tekoucích kolejovým obvodem a obsažených v konduktivních proudech hnacího vozidla,OPENDATAST96_PT_CZ_DIFF_PV2013-250.xml
CZ,JP,306347,B6,2016-12-14,2013-251,2013-04-03,Rotační kompresor,OPENDATAST96_PT_CZ_DIFF_PV2013-251.xml
CZ,CZ,304568,B6,2014-07-09,2013-252,2013-04-03,Adaptabilní systém pro zvýšení rychlosti a spolehlivosti přenosu dat v paketové síti s optimalizací zpoždění,OPENDATAST96_PT_CZ_DIFF_PV2013-252.xml
CZ,CZ,306575,B6,2017-03-15,2013-254,2013-04-03,Hlavolam se šesti zasouvanými moduly,OPENDATAST96_PT_CZ_DIFF_PV2013-254.xml
CZ,CZ,2013-259,A3,2014-12-10,2013-259,2013-04-04,"Pomocný  lopatkový dopravník, zejména pro dopravu kalů a hutných materiálů u potrubních systémů se šnekovým dopravníkem",OPENDATAST96_PT_CZ_DIFF_PV2013-259.xml
CZ,JP,305898,B6,2016-04-27,2013-261,2013-04-04,Šnekový kompresor,OPENDATAST96_PT_CZ_DIFF_PV2013-261.xml
CZ,CZ,309440,B6,2023-01-18,2013-264,2013-04-05,Hadicový dopravník,OPENDATAST96_PT_CZ_DIFF_PV2013-264.xml
CZ,CZ,304834,B6,2014-11-26,2013-265,2013-04-05,Zařízení pro světelnou signalizaci v pozemní komunikaci před železničním přejezdem,OPENDATAST96_PT_CZ_DIFF_PV2013-265.xml
CZ,CZ,305175,B6,2015-05-27,2013-281,2013-04-22,Způsob výroby ocelových dílů,OPENDATAST96_PT_CZ_DIFF_PV2013-281.xml
CZ,CZ,304832,B6,2014-11-26,2013-282,2013-04-13,Způsob tepelného zpracování polotovarů z TRIP oceli,OPENDATAST96_PT_CZ_DIFF_PV2013-282.xml
CZ,CZ,306406,B6,2017-01-11,2013-29,2013-01-16,"Spojovací systém dílů světel, zejména světel automobilu",OPENDATAST96_PT_CZ_DIFF_PV2013-29.xml
CZ,CZ,304659,B6,2014-08-20,2013-293,2013-04-19,Způsob detekce signálních elektronů v elektronovém mikroskopu a zařízení pro provádění tohoto způsobu,OPENDATAST96_PT_CZ_DIFF_PV2013-293.xml
CZ,CZ,304676,B6,2014-08-27,2013-30,2013-01-16,"Zařízení pro zvedání a spouštění víka otočně upevněného k rámu, zvláště víka zavazadlového prostoru automobilu",OPENDATAST96_PT_CZ_DIFF_PV2013-30.xml
CZ,CZ,304579,B6,2014-07-16,2013-301,2013-04-22,Dioda emitující bílé světlo s monokrystalickým luminoforem a způsob výroby,OPENDATAST96_PT_CZ_DIFF_PV2013-301.xml
CZ,CZ,305474,B6,2015-10-21,2013-303,2013-04-23,Tvarový materiál pro žáruvzdorné aplikace a způsob jeho výroby,OPENDATAST96_PT_CZ_DIFF_PV2013-303.xml
CZ,CZ,304553,B6,2014-07-02,2013-308,2013-04-24,"Deriváty tamoxifenu účinné proti nádorům, zejména s vyšší hladinou proteinu HER2",OPENDATAST96_PT_CZ_DIFF_PV2013-308.xml
CZ,CZ,304509,B6,2014-06-04,2013-311,2013-04-25,Systém pro hospodaření s elektrickou energií vyrobenou fotovoltaickými články,OPENDATAST96_PT_CZ_DIFF_PV2013-311.xml
CZ,CZ,304580,B6,2014-07-16,2013-314,2013-04-26,Etalon k hodnocení topografie materiálů,OPENDATAST96_PT_CZ_DIFF_PV2013-314.xml
CZ,CZ,305213,B6,2015-06-10,2013-320,2013-04-29,Polymorf E 2-[4-[(methylamino)karbonyl]-1H-pyrazol-1-yl]adenosinu a způsob jeho přípravy,OPENDATAST96_PT_CZ_DIFF_PV2013-320.xml
CZ,CZ,304532,B6,2014-06-18,2013-326,2013-05-02,Zemědělský stroj,OPENDATAST96_PT_CZ_DIFF_PV2013-326.xml
CZ,CZ,304531,B6,2014-06-18,2013-327,2013-05-02,Zařízení ke sklápění pracovního nástroje zemědělského stroje,OPENDATAST96_PT_CZ_DIFF_PV2013-327.xml
CZ,CZ,2013-329,A3,2014-12-03,2013-329,2013-05-15,Multimediální nebo monitorovací zařízení se zdroji výměnnými za provozu,OPENDATAST96_PT_CZ_DIFF_PV2013-329.xml
CZ,CZ,304479,B6,2014-05-21,2013-331,2013-05-06,Způsob výroby a stabilizace kaolinové pěny,OPENDATAST96_PT_CZ_DIFF_PV2013-331.xml
CZ,CZ,2013-332,A3,2014-12-10,2013-332,2013-05-06,Způsob temperace hmot při přesném třískovém obrábění rozměrných obrobků a zařízení k jeho provádění,OPENDATAST96_PT_CZ_DIFF_PV2013-332.xml
CZ,CZ,2013-337,A3,2014-12-03,2013-337,2013-05-07,Přídavné zařízení k multimediálnímu nebo monitorovacímu zařízení,OPENDATAST96_PT_CZ_DIFF_PV2013-337.xml
CZ,CZ,304656,B6,2014-08-20,2013-34,2013-01-18,Zvukově pohltivý prostředek obsahující alespoň jednu akustickou rezonanční membránu tvořenou vrstvou polymerních nanovláken,OPENDATAST96_PT_CZ_DIFF_PV2013-34.xml
CZ,CZ,305319,B6,2015-07-29,2013-344,2013-05-13,Zařízení pro měření délkových změn stavebních materiálů,OPENDATAST96_PT_CZ_DIFF_PV2013-344.xml
CZ,CZ,304657,B6,2014-08-20,2013-35,2013-01-18,Zvukově pohltivý prostředek obsahující alespoň jeden dutinový rezonátor,OPENDATAST96_PT_CZ_DIFF_PV2013-35.xml
CZ,CZ,304293,B6,2014-02-19,2013-350,2013-05-13,Použití oxidu ceričitého k rozkladu organofosforečných sloučenin,OPENDATAST96_PT_CZ_DIFF_PV2013-350.xml
CZ,JP,306716,B6,2017-05-24,2013-352,2013-05-15,Hermetický rotační chladicí kompresor,OPENDATAST96_PT_CZ_DIFF_PV2013-352.xml
CZ,CZ,304639,B6,2014-08-13,2013-359,2013-05-17,Měrná soustava pro sledování povrchového odtoku vody v terénu,OPENDATAST96_PT_CZ_DIFF_PV2013-359.xml
CZ,CZ,304849,B6,2014-12-03,2013-360,2013-05-17,Malý drenážní lyzimetr,OPENDATAST96_PT_CZ_DIFF_PV2013-360.xml
CZ,CZ,2013-362,A3,2014-12-03,2013-362,2013-05-17,Elektronické zařízení se snadnou výměnou akumulátorů,OPENDATAST96_PT_CZ_DIFF_PV2013-362.xml
CZ,CZ,305641,B6,2016-01-20,2013-369,2013-05-20,"Způsob výroby izolačních desek, izolační deska a zařízení pro výrobu izolačních desek",OPENDATAST96_PT_CZ_DIFF_PV2013-369.xml
CZ,CZ,304918,B6,2015-01-21,2013-372,2013-05-21,Zařízení pro snížení úletu kapalné fáze a ztrát odparem u ventilátorové chladicí věže,OPENDATAST96_PT_CZ_DIFF_PV2013-372.xml
CZ,CZ,304583,B6,2014-07-16,2013-377,2013-05-22,Způsob pasivace povrchu geopolymerů a alkalicky aktivovaných materiálů,OPENDATAST96_PT_CZ_DIFF_PV2013-377.xml
CZ,CZ,2013-378,A3,2014-12-03,2013-378,2013-05-22,Způsob kompenzace nerovnosti a zařízení k výrobě stavebních prvků,OPENDATAST96_PT_CZ_DIFF_PV2013-378.xml
CZ,CZ,306478,B6,2017-02-08,2013-383,2013-05-23,Strojní dílec obsahující efektivní výplň z minerálního kompozitu a způsob jeho výroby,OPENDATAST96_PT_CZ_DIFF_PV2013-383.xml
CZ,CZ,304743,B6,2014-09-17,2013-39,2013-01-18,Prostředek pro izolaci nukleových kyselin a způsob prováděný pomocí tohoto prostředku,OPENDATAST96_PT_CZ_DIFF_PV2013-39.xml
CZ,CZ,304998,B6,2015-03-18,2013-393,2013-05-28,"Anorganické scintilátory a luminofory na bázi ALnS2 (A = Na, K, Rb; Ln = La, Gd, Lu, Y) dopované Eu2+ s výjimkou KLuS2 a NaLaS2",OPENDATAST96_PT_CZ_DIFF_PV2013-393.xml
CZ,CZ,2013-398,A3,2015-01-07,2013-398,2013-05-29,Sférické inteligentní nanoterapeutikum se širokospektrálním antivirálním účinkem a jeho způsob výroby,OPENDATAST96_PT_CZ_DIFF_PV2013-398.xml
CZ,CZ,2013-399,A3,2015-01-07,2013-399,2013-05-29,Inteligentní sférické nanoterapeutikum se širokospektrálním antivirálním účinkem a jeho způsob výroby,OPENDATAST96_PT_CZ_DIFF_PV2013-399.xml
CZ,CZ,2013-40,A3,2014-08-06,2013-40,2013-01-21,Měřicí bezobslužné pracoviště,OPENDATAST96_PT_CZ_DIFF_PV2013-40.xml
CZ,CZ,2013-401,A3,2015-01-07,2013-401,2013-05-29,Inteligentní sférické nanoterapeutikum se širokospektrálním antibakteriálním účinkem a jeho způsob výroby,OPENDATAST96_PT_CZ_DIFF_PV2013-401.xml
CZ,DE,2013-404,A3,2013-12-11,2013-404,2013-05-30,Kombinovaný laserový zpracovací systém a systém se zaostřeným iontovým svazkem,OPENDATAST96_PT_CZ_DIFF_PV2013-404.xml
CZ,JP,2013-405,A3,2014-03-12,2013-405,2013-05-30,Šicí stroj,OPENDATAST96_PT_CZ_DIFF_PV2013-405.xml
CZ,CZ,304870,B6,2014-12-17,2013-410,2013-05-31,Zařízení k ovládání tyče trolejbusového sběrače proudu,OPENDATAST96_PT_CZ_DIFF_PV2013-410.xml
CZ,CZ,304729,B6,2014-09-10,2013-411,2013-05-31,Automatické vystřeďovací zařízení trolejbusového sběrače proudu,OPENDATAST96_PT_CZ_DIFF_PV2013-411.xml
CZ,CZ,2013-414,A3,2014-12-10,2013-414,2013-06-03,Zařízení pro označování jízdenek ve veřejné dopravě,OPENDATAST96_PT_CZ_DIFF_PV2013-414.xml
CZ,CZ,304530,B6,2014-06-18,2013-416,2013-06-03,Způsob a zařízení k zapřádání příze na pracovním místě poloautomatického rotorového dopřádacího stroje,OPENDATAST96_PT_CZ_DIFF_PV2013-416.xml
CZ,CZ,304554,B6,2014-07-02,2013-417,2013-06-04,Způsob odstraňování zbytkového materiálu u vstřikovacího lisu,OPENDATAST96_PT_CZ_DIFF_PV2013-417.xml
CZ,CZ,306318,B6,2016-11-30,2013-418,2013-06-04,Otočné uložení středové trubky diskového filtru,OPENDATAST96_PT_CZ_DIFF_PV2013-418.xml
CZ,CZ,307788,B6,2019-05-09,2013-423,2013-06-05,Vnější kontaktní zateplovací systém pro stěny budov,OPENDATAST96_PT_CZ_DIFF_PV2013-423.xml
CZ,CZ,306363,B6,2016-12-21,2013-437,2013-06-10,Způsob výroby epoxy-monomerů a epoxidů,OPENDATAST96_PT_CZ_DIFF_PV2013-437.xml
CZ,CZ,305043,B6,2015-04-08,2013-438,2013-06-10,Prefabrikovaná základová konstrukce nosných zdí a způsob její instalace,OPENDATAST96_PT_CZ_DIFF_PV2013-438.xml
CZ,CZ,304823,B6,2014-11-19,2013-442,2013-06-11,Generátor rázových vln,OPENDATAST96_PT_CZ_DIFF_PV2013-442.xml
CZ,CZ,305297,B6,2015-07-22,2013-443,2013-06-11,Zařízení pro dělení kapalné radioaktivní látky,OPENDATAST96_PT_CZ_DIFF_PV2013-443.xml
CZ,CZ,306516,B6,2017-02-22,2013-446,2013-06-12,Způsob získávání slídy z kaolinu,OPENDATAST96_PT_CZ_DIFF_PV2013-446.xml
CZ,CZ,304785,B6,2014-10-15,2013-449,2013-06-12,Přísada do paliva a palivo obsahující tuto přísadu,OPENDATAST96_PT_CZ_DIFF_PV2013-449.xml
CZ,CZ,304288,B6,2014-02-12,2013-450,2013-06-12,Způsob a zařízení ke sledování lineárního útvaru,OPENDATAST96_PT_CZ_DIFF_PV2013-450.xml
CZ,CZ,304611,B6,2014-07-30,2013-451,2013-06-13,"Adsorpční materiál pro zadržení toxických škodlivin, jeho použití a ochranný kompozitní systém, který absorpční materiál obsahuje a jeho použití",OPENDATAST96_PT_CZ_DIFF_PV2013-451.xml
CZ,CZ,306395,B6,2017-01-04,2013-454,2013-06-14,Komunikační zařízení pro dopravní prostředek,OPENDATAST96_PT_CZ_DIFF_PV2013-454.xml
CZ,CZ,2013-457,A3,2014-12-29,2013-457,2013-06-15,Způsob zajištění jednoznačné garance původu a ochrany výrobku a/nebo objektu a systém k provádění tohoto způsobu,OPENDATAST96_PT_CZ_DIFF_PV2013-457.xml
CZ,CZ,306835,B6,2017-08-02,2013-458,2013-06-17,Vícesměrné snímání světla různé vlnové délky,OPENDATAST96_PT_CZ_DIFF_PV2013-458.xml
CZ,CZ,307285,B6,2018-05-16,2013-46,2013-01-28,Polymorfismy v sekvenci NHE1 kura domácího asociované s rezistencí nebo sníženou senzitivitou k ALV-J,OPENDATAST96_PT_CZ_DIFF_PV2013-46.xml
CZ,CZ,305144,B6,2015-05-20,2013-467,2013-06-18,Způsob přípravy stabilizovaného polyethylenu (PE),OPENDATAST96_PT_CZ_DIFF_PV2013-467.xml
CZ,CZ,307675,B6,2019-02-13,2013-468,2013-06-18,Rameno stropního stativu,OPENDATAST96_PT_CZ_DIFF_PV2013-468.xml
CZ,DE,308661,B6,2021-02-03,2013-472,2013-06-20,Systém pro mikroskopické zpracování předmětu prováděné laserem,OPENDATAST96_PT_CZ_DIFF_PV2013-472.xml
CZ,CZ,304833,B6,2014-11-26,2013-473,2013-06-20,Způsob detekce beta-laktamáz gramnegativních bakterií hmotnostní spektrometrií,OPENDATAST96_PT_CZ_DIFF_PV2013-473.xml
CZ,DE,307062,B6,2017-12-27,2013-49,2013-01-28,Zařízení k měření stavu naplnění kapalinou a olejem mazaný motor,OPENDATAST96_PT_CZ_DIFF_PV2013-49.xml
CZ,CZ,305145,B6,2015-05-20,2013-491,2013-06-26,Trakční podvozek pro kolejová vozidla,OPENDATAST96_PT_CZ_DIFF_PV2013-491.xml
CZ,CZ,304889,B6,2015-01-07,2013-493,2013-06-26,Zapojení pro vyhodnocení funkčního stavu návěstní svítilny,OPENDATAST96_PT_CZ_DIFF_PV2013-493.xml
CZ,CZ,304999,B6,2015-03-18,2013-494,2013-06-26,"Vícestranná dvířka krbových vložek nebo kamen a rohová spojovací lišta skel, zejména pro dvířka kamen nebo krbů",OPENDATAST96_PT_CZ_DIFF_PV2013-494.xml
CZ,CZ,304543,B6,2014-06-25,2013-498,2013-06-26,Zařízení k centrálnímu uzamykání zásuvkových skříní,OPENDATAST96_PT_CZ_DIFF_PV2013-498.xml
CZ,CZ,304948,B6,2015-02-04,2013-5,2013-01-02,Využití polymethiniových solí jako senzorů pro nádorové markery,OPENDATAST96_PT_CZ_DIFF_PV2013-5.xml
CZ,CZ,304641,B6,2014-08-13,2013-501,2013-06-27,Polyolefinický kompozit se zlepšenými zpracovatelskými vlastnostmi,OPENDATAST96_PT_CZ_DIFF_PV2013-501.xml
CZ,CZ,307270,B6,2018-05-09,2013-504,2013-06-27,Asymetrická ionexová membrána a způsob jejího použití,OPENDATAST96_PT_CZ_DIFF_PV2013-504.xml
CZ,CZ,304986,B6,2015-03-11,2013-506,2013-06-27,Zařízení pro termický rozklad organického materiálu a výrobu plynu pro použití k výrobě tepla a elektrické energie,OPENDATAST96_PT_CZ_DIFF_PV2013-506.xml
CZ,CZ,305475,B6,2015-10-21,2013-508,2013-06-28,Čisticí směs pro odstraňování vosků a směsí organických látek a způsob čištění,OPENDATAST96_PT_CZ_DIFF_PV2013-508.xml
CZ,CZ,305526,B6,2015-11-18,2013-509,2013-06-28,Čisticí směs pro odstraňování povlaků z vodných disperzí akrylátových polymerů a způsob jejich odstraňování,OPENDATAST96_PT_CZ_DIFF_PV2013-509.xml
CZ,CZ,305527,B6,2015-11-18,2013-510,2013-06-28,Čisticí směs na odstraňování hydrofobizačních ochranných povlaků a způsob jejich odstraňování,OPENDATAST96_PT_CZ_DIFF_PV2013-510.xml
CZ,CZ,2013-513,A3,2015-02-11,2013-513,2013-06-29,Elektronické zařízení se snadnou výměnou akumulátoru a vícenásobnou nabíječkou pro ploché akumulátory,OPENDATAST96_PT_CZ_DIFF_PV2013-513.xml
CZ,CZ,305068,B6,2015-04-22,2013-517,2013-07-02,Zařízení pro ovládání kliky,OPENDATAST96_PT_CZ_DIFF_PV2013-517.xml
CZ,CZ,2013-523,A3,2015-04-22,2013-523,2013-07-03,"Konstrukční dílec, způsob jeho výroby a konstrukce z dílců sestavené",OPENDATAST96_PT_CZ_DIFF_PV2013-523.xml
CZ,CZ,305070,B6,2015-04-22,2013-524,2013-07-03,Zemědělský stroj pro dávkování,OPENDATAST96_PT_CZ_DIFF_PV2013-524.xml
CZ,CZ,304936,B6,2015-01-28,2013-527,2013-07-05,Cívka,OPENDATAST96_PT_CZ_DIFF_PV2013-527.xml
CZ,CZ,2013-529,A3,2015-01-28,2013-529,2013-07-05,Fixační vložka a její tvarový polotovar,OPENDATAST96_PT_CZ_DIFF_PV2013-529.xml
CZ,CZ,307883,B6,2019-07-24,2013-53,2013-01-29,Multivalentní vakcína k imunoprofylaxi infekčních onemocnění psů,OPENDATAST96_PT_CZ_DIFF_PV2013-53.xml
CZ,CZ,305385,B6,2015-08-26,2013-530,2013-07-08,"Způsob získávání bílého kalcinovaného plnidla, ostřiva nebo lehčiva s vysokou odrazivostí",OPENDATAST96_PT_CZ_DIFF_PV2013-530.xml
CZ,CZ,304951,B6,2015-02-04,2013-531,2013-07-08,"Tavidlo pro aglomeraci, způsob výroby tavidla, aglomerační směs pro výrobu aglomerátu a použití strusek sekundární metalurgie jako tavidel pro přípravu aglomerační směsi",OPENDATAST96_PT_CZ_DIFF_PV2013-531.xml
CZ,CZ,307486,B6,2018-10-10,2013-535,2013-07-09,Optimalizovaný pastovitý kostní implantát,OPENDATAST96_PT_CZ_DIFF_PV2013-535.xml
CZ,CZ,304318,B6,2014-02-26,2013-54,2013-01-29,Způsob remediace podzemní vody zejména vody znečištěné organickými látkami s pomocí ozonizace a zařízení k provádění tohoto způsobu,OPENDATAST96_PT_CZ_DIFF_PV2013-54.xml
CZ,CZ,304814,B6,2014-11-12,2013-543,2013-07-11,"Atmosférický zdroj plazmatu, zejména pro využití v medicínských bioaplikacích",OPENDATAST96_PT_CZ_DIFF_PV2013-543.xml
CZ,CZ,304824,B6,2014-11-19,2013-547,2013-07-11,Způsob opracovávání vzorku v zařízení se dvěma nebo více částicovými svazky a zařízení k jeho provádění,OPENDATAST96_PT_CZ_DIFF_PV2013-547.xml
CZ,CZ,304684,B6,2014-08-27,2013-552,2013-07-12,Vizuální ochrana proti nežádoucímu vjezdu,OPENDATAST96_PT_CZ_DIFF_PV2013-552.xml
CZ,CZ,309531,B6,2023-03-29,2013-554,2013-07-12,Způsob výroby světelného zařízení,OPENDATAST96_PT_CZ_DIFF_PV2013-554.xml
CZ,CZ,305334,B6,2015-08-05,2013-556,2013-07-12,Mechanizmus natahování kohoutku samonabíjecí pistole,OPENDATAST96_PT_CZ_DIFF_PV2013-556.xml
CZ,CZ,309308,B6,2022-08-17,2013-558,2013-07-12,Způsob zadávání tajné informace do elektronických digitálních zařízení,OPENDATAST96_PT_CZ_DIFF_PV2013-558.xml
CZ,CZ,2013-559,A3,2015-04-08,2013-559,2013-07-15,"Způsob zpracování tekutých, pastovitých a kašovitých kalů zejména z čistíren odpadních vod pro využití jako paliva zejména pro výrobu elektrické a tepelné energie",OPENDATAST96_PT_CZ_DIFF_PV2013-559.xml
CZ,CZ,304236,B6,2014-01-15,2013-56,2013-01-29,Optická planární mnohavidová POF rozbočnice,OPENDATAST96_PT_CZ_DIFF_PV2013-56.xml
CZ,CZ,304686,B6,2014-08-27,2013-563,2013-07-15,Zámek závěru samonabíjecí pistole během výstřelu,OPENDATAST96_PT_CZ_DIFF_PV2013-563.xml
CZ,CZ,304758,B6,2014-09-24,2013-566,2013-07-16,Způsob sledování kvality příze elektronickým čističem příze a senzor k jeho provádění,OPENDATAST96_PT_CZ_DIFF_PV2013-566.xml
CZ,CZ,304683,B6,2014-08-27,2013-567,2013-07-16,Způsob sledování alespoň jednoho parametru kvality příze a/nebo parametrů senzoru elektronickým čističem příze,OPENDATAST96_PT_CZ_DIFF_PV2013-567.xml
CZ,CZ,305072,B6,2015-04-22,2013-568,2013-07-16,Soustava pro výstavbu betonové podlahy na zpevněném povrchu zeminy u přízemních staveb,OPENDATAST96_PT_CZ_DIFF_PV2013-568.xml
CZ,CZ,304730,B6,2014-09-10,2013-569,2013-07-16,Prefabrikát pro realizaci výstavby silničních komunikací s betonovým povrchem a způsob této výstavby,OPENDATAST96_PT_CZ_DIFF_PV2013-569.xml
CZ,CZ,304731,B6,2014-09-10,2013-570,2013-07-16,Prefabrikovaný systém krajnicové konstrukce se svodidly,OPENDATAST96_PT_CZ_DIFF_PV2013-570.xml
CZ,CZ,304732,B6,2014-09-10,2013-573,2013-07-17,Transparentní dílec protihlukové stěny,OPENDATAST96_PT_CZ_DIFF_PV2013-573.xml
CZ,CZ,2013-574,A3,2015-02-11,2013-574,2013-07-17,"Kolo s proměnnou charakteristikou, zvláště pro motorová vozidla",OPENDATAST96_PT_CZ_DIFF_PV2013-574.xml
CZ,CZ,305169,B6,2015-05-27,2013-577,2013-07-22,Způsob získávání lehčeného porézního silikátového produktu,OPENDATAST96_PT_CZ_DIFF_PV2013-577.xml
CZ,CZ,2013-589,A3,2015-02-04,2013-589,2013-07-25,Kompozitní mostní dílec pro kolejová vozidla,OPENDATAST96_PT_CZ_DIFF_PV2013-589.xml
CZ,CZ,304709,B6,2014-09-03,2013-590,2013-07-25,"Izolovaný kmen houby Claviceps purpurea (Fr.) Tul., CCM 8404",OPENDATAST96_PT_CZ_DIFF_PV2013-590.xml
CZ,CZ,304710,B6,2014-09-03,2013-591,2013-07-25,"Izolovaný kmen houby Claviceps purpurea (Fr.) Tul., CCM 8405",OPENDATAST96_PT_CZ_DIFF_PV2013-591.xml
CZ,CZ,306011,B6,2016-06-22,2013-594,2013-07-29,Farmaceutický přípravek obsahující monensin pro léčení familiární adenomatózní polypózy,OPENDATAST96_PT_CZ_DIFF_PV2013-594.xml
CZ,CZ,306319,B6,2016-11-30,2013-596,2013-07-30,"Pevný terč pro nukleární fúzi, zařízení na vytváření nukleární fúze s tímto pevným terčem a způsob vytváření nukleární fúze na tomto zařízení",OPENDATAST96_PT_CZ_DIFF_PV2013-596.xml
CZ,CZ,306533,B6,2017-03-01,2013-601,2013-08-01,Hardwarový evaluátor neuronové sítě s přepínacími jednotkami,OPENDATAST96_PT_CZ_DIFF_PV2013-601.xml
CZ,CZ,305001,B6,2015-03-18,2013-605,2013-08-05,Způsob separace zinku z pozinkovaného železného šrotu,OPENDATAST96_PT_CZ_DIFF_PV2013-605.xml
CZ,CZ,307640,B6,2019-01-30,2013-606,2013-08-05,Dutý přímočarý hydromotor pro aplikaci na ukotvený dlouhý prizmatický prvek,OPENDATAST96_PT_CZ_DIFF_PV2013-606.xml
CZ,CZ,304612,B6,2014-07-30,2013-617,2013-08-11,Zařízení pro otevírání dveří,OPENDATAST96_PT_CZ_DIFF_PV2013-617.xml
CZ,CZ,305857,B6,2016-04-13,2013-618,2013-08-12,Použití činidla pro nukleaci polyolefinů pro eliminaci tvorby úsad polyolefinového prášku v plynofázních polymeračních reaktorech,OPENDATAST96_PT_CZ_DIFF_PV2013-618.xml
CZ,CZ,305054,B6,2015-04-15,2013-624,2013-08-15,Způsob zvyšování reaktivity a získávání pucolánu s vysokou pucolánovou aktivitou ze silikátové suroviny,OPENDATAST96_PT_CZ_DIFF_PV2013-624.xml
CZ,CZ,305462,B6,2015-10-07,2013-629,2013-08-15,Zařízení ke zpracování vyřazených světelných zdrojů,OPENDATAST96_PT_CZ_DIFF_PV2013-629.xml
CZ,CZ,306185,B6,2016-09-14,2013-630,2013-08-15,Lůžko,OPENDATAST96_PT_CZ_DIFF_PV2013-630.xml
CZ,CZ,305029,B6,2015-04-01,2013-635,2013-08-16,Eliptické křídlo,OPENDATAST96_PT_CZ_DIFF_PV2013-635.xml
CZ,CZ,305111,B6,2015-05-06,2013-636,2013-08-19,"Zámek závěru samonabíjecí a automatické pušky, automatu, samopalu nebo kulometu",OPENDATAST96_PT_CZ_DIFF_PV2013-636.xml
CZ,CZ,306116,B6,2016-08-10,2013-639,2013-08-20,Způsob koncentrování syceného alkoholického nápoje,OPENDATAST96_PT_CZ_DIFF_PV2013-639.xml
CZ,CZ,2013-640,A3,2015-04-29,2013-640,2013-08-20,Přidavné zařízení k multimediálním a jiným elektronickým mobilním zařízením,OPENDATAST96_PT_CZ_DIFF_PV2013-640.xml
CZ,US,307513,B6,2018-11-07,2013-649,2013-08-26,"Spojka pro montáž sestavy komponent, sestava montáže komponentů a způsob propojení druhé trubice se spojkou",OPENDATAST96_PT_CZ_DIFF_PV2013-649.xml
CZ,CZ,304383,B6,2014-04-09,2013-65,2013-01-31,"Zařízení třídicího a kontrolního ústrojí, zejména pro stroje na defektometrii ložiskových kuliček",OPENDATAST96_PT_CZ_DIFF_PV2013-65.xml
